Property, Value
1.158300e-03, 7.876760e-01, 6.204335e-01
1.171462e-03, 7.855324e-01, 6.170612e-01
1.184625e-03, 7.834205e-01, 6.137477e-01
1.197787e-03, 7.814158e-01, 6.106107e-01
1.210950e-03, 7.793951e-01, 6.074567e-01
1.224112e-03, 7.773711e-01, 6.043059e-01
1.237275e-03, 7.759036e-01, 6.020265e-01
1.250437e-03, 7.738146e-01, 5.987891e-01
1.263600e-03, 7.711471e-01, 5.946679e-01
1.276762e-03, 7.691016e-01, 5.915173e-01
1.289925e-03, 7.676889e-01, 5.893462e-01
1.303087e-03, 7.650617e-01, 5.853194e-01
1.316250e-03, 7.629934e-01, 5.821589e-01
1.329412e-03, 7.615835e-01, 5.800094e-01
1.342575e-03, 7.595737e-01, 5.769521e-01
1.355737e-03, 7.575558e-01, 5.738908e-01
1.368900e-03, 7.555840e-01, 5.709071e-01
1.382062e-03, 7.535766e-01, 5.678777e-01
1.395225e-03, 7.516497e-01, 5.649773e-01
1.408387e-03, 7.496862e-01, 5.620293e-01
1.421550e-03, 7.476732e-01, 5.590152e-01
1.434712e-03, 7.456130e-01, 5.559388e-01
1.447875e-03, 7.435606e-01, 5.528824e-01
1.461037e-03, 7.415008e-01, 5.498235e-01
1.474200e-03, 7.399888e-01, 5.475835e-01
1.487362e-03, 7.379631e-01, 5.445895e-01
1.500525e-03, 7.382246e-01, 5.449756e-01
1.513687e-03, 7.361531e-01, 5.419214e-01
1.526850e-03, 7.341805e-01, 5.390211e-01
1.540012e-03, 7.322267e-01, 5.361559e-01
1.553175e-03, 7.299549e-01, 5.328342e-01
1.566337e-03, 7.281490e-01, 5.302009e-01
1.579500e-03, 7.267196e-01, 5.281213e-01
1.592662e-03, 7.247980e-01, 5.253321e-01
1.605825e-03, 7.227716e-01, 5.223988e-01
1.618987e-03, 7.209304e-01, 5.197406e-01
1.632150e-03, 7.190765e-01, 5.170710e-01
1.645312e-03, 7.172072e-01, 5.143862e-01
1.658475e-03, 7.154234e-01, 5.118307e-01
1.671637e-03, 7.138376e-01, 5.095642e-01
1.684800e-03, 7.120212e-01, 5.069742e-01
1.697962e-03, 7.101683e-01, 5.043390e-01
1.711125e-03, 7.081202e-01, 5.014343e-01
1.724287e-03, 7.062962e-01, 4.988543e-01
1.737450e-03, 7.048099e-01, 4.967570e-01
1.750612e-03, 7.030584e-01, 4.942911e-01
1.763775e-03, 7.011915e-01, 4.916696e-01
1.776937e-03, 6.993984e-01, 4.891581e-01
1.790100e-03, 6.975590e-01, 4.865885e-01
1.803262e-03, 6.960229e-01, 4.844479e-01
1.816425e-03, 6.939565e-01, 4.815756e-01
1.829587e-03, 6.921949e-01, 4.791337e-01
1.842750e-03, 6.904245e-01, 4.766861e-01
1.855912e-03, 6.886817e-01, 4.742824e-01
1.869075e-03, 6.868887e-01, 4.718161e-01
1.882237e-03, 6.850743e-01, 4.693267e-01
1.895400e-03, 6.833107e-01, 4.669135e-01
1.908562e-03, 6.816643e-01, 4.646662e-01
1.921725e-03, 6.799079e-01, 4.622747e-01
1.934887e-03, 6.781629e-01, 4.599049e-01
1.948050e-03, 6.764663e-01, 4.576066e-01
1.961212e-03, 6.757667e-01, 4.566606e-01
1.974375e-03, 6.740728e-01, 4.543742e-01
1.987537e-03, 6.723785e-01, 4.520928e-01
2.000700e-03, 6.707780e-01, 4.499431e-01
2.013862e-03, 6.690374e-01, 4.476110e-01
2.027025e-03, 6.673383e-01, 4.453404e-01
2.040187e-03, 6.648422e-01, 4.420152e-01
2.053350e-03, 6.631356e-01, 4.397489e-01
2.066512e-03, 6.626726e-01, 4.391350e-01
2.079675e-03, 6.612998e-01, 4.373174e-01
2.092837e-03, 6.596593e-01, 4.351504e-01
2.106000e-03, 6.577611e-01, 4.326497e-01
2.119162e-03, 6.558309e-01, 4.301141e-01
2.132325e-03, 6.542097e-01, 4.279904e-01
2.145487e-03, 6.525294e-01, 4.257947e-01
2.158650e-03, 6.509296e-01, 4.237093e-01
2.171812e-03, 6.493628e-01, 4.216720e-01
2.184975e-03, 6.478060e-01, 4.196526e-01
2.198137e-03, 6.462291e-01, 4.176120e-01
2.211300e-03, 6.447103e-01, 4.156514e-01
2.224462e-03, 6.431072e-01, 4.135869e-01
2.237625e-03, 6.415231e-01, 4.115518e-01
2.250787e-03, 6.399528e-01, 4.095396e-01
2.263950e-03, 6.384206e-01, 4.075808e-01
2.277112e-03, 6.371487e-01, 4.059584e-01
2.290275e-03, 6.352805e-01, 4.035813e-01
2.303437e-03, 6.337336e-01, 4.016183e-01
2.316600e-03, 6.321268e-01, 3.995843e-01
2.329762e-03, 6.305703e-01, 3.976189e-01
2.342925e-03, 6.290947e-01, 3.957601e-01
2.356087e-03, 6.287311e-01, 3.953028e-01
2.369250e-03, 6.272550e-01, 3.934489e-01
2.382412e-03, 6.256881e-01, 3.914856e-01
2.395575e-03, 6.241575e-01, 3.895726e-01
2.408737e-03, 6.226768e-01, 3.877264e-01
2.421900e-03, 6.212702e-01, 3.859766e-01
2.435062e-03, 6.197991e-01, 3.841509e-01
2.448225e-03, 6.215979e-01, 3.863839e-01
2.461387e-03, 6.201373e-01, 3.845703e-01
2.474550e-03, 6.185974e-01, 3.826627e-01
2.487712e-03, 6.171557e-01, 3.808811e-01
2.500875e-03, 6.156411e-01, 3.790139e-01
2.514037e-03, 6.135696e-01, 3.764676e-01
2.527200e-03, 6.126897e-01, 3.753887e-01
2.540362e-03, 6.105534e-01, 3.727755e-01
2.553525e-03, 6.091128e-01, 3.710184e-01
2.566687e-03, 6.075868e-01, 3.691617e-01
2.579850e-03, 6.059243e-01, 3.671442e-01
2.593012e-03, 6.044002e-01, 3.652996e-01
2.606175e-03, 6.029207e-01, 3.635133e-01
2.619337e-03, 6.014828e-01, 3.617816e-01
2.632500e-03, 5.995681e-01, 3.594819e-01
2.645662e-03, 5.981464e-01, 3.577791e-01
2.658825e-03, 5.967735e-01, 3.561386e-01
2.671987e-03, 5.953659e-01, 3.544606e-01
2.685150e-03, 5.938801e-01, 3.526936e-01
2.698312e-03, 5.925150e-01, 3.510740e-01
2.711475e-03, 5.938085e-01, 3.526085e-01
2.724637e-03, 5.897236e-01, 3.477739e-01
2.737800e-03, 5.883862e-01, 3.461983e-01
2.750962e-03, 5.897577e-01, 3.478142e-01
2.764125e-03, 5.855839e-01, 3.429085e-01
2.777287e-03, 5.841974e-01, 3.412866e-01
2.790450e-03, 5.828393e-01, 3.397017e-01
2.803612e-03, 5.815564e-01, 3.382079e-01
2.816775e-03, 5.802126e-01, 3.366466e-01
2.829937e-03, 5.788444e-01, 3.350608e-01
2.843100e-03, 5.774419e-01, 3.334391e-01
2.856262e-03, 5.760526e-01, 3.318366e-01
2.869425e-03, 5.746890e-01, 3.302674e-01
2.882587e-03, 5.732833e-01, 3.286538e-01
2.895750e-03, 5.718984e-01, 3.270678e-01
2.908912e-03, 5.704284e-01, 3.253886e-01
2.922075e-03, 5.689963e-01, 3.237567e-01
2.935237e-03, 5.675770e-01, 3.221436e-01
2.948400e-03, 5.661057e-01, 3.204756e-01
2.961562e-03, 5.647285e-01, 3.189183e-01
2.974725e-03, 5.633512e-01, 3.173645e-01
2.987887e-03, 5.619829e-01, 3.158248e-01
3.001050e-03, 5.606505e-01, 3.143290e-01
3.014212e-03, 5.608430e-01, 3.145449e-01
3.027375e-03, 5.595425e-01, 3.130878e-01
3.040537e-03, 5.582681e-01, 3.116632e-01
3.053700e-03, 5.570573e-01, 3.103128e-01
3.066862e-03, 5.559426e-01, 3.090721e-01
3.080025e-03, 5.547904e-01, 3.077924e-01
3.093187e-03, 5.536165e-01, 3.064912e-01
3.106350e-03, 5.523636e-01, 3.051056e-01
3.119512e-03, 5.512181e-01, 3.038414e-01
3.132675e-03, 5.501289e-01, 3.026418e-01
3.145837e-03, 5.489945e-01, 3.013949e-01
3.159000e-03, 5.478616e-01, 3.001524e-01
3.172162e-03, 5.481832e-01, 3.005048e-01
3.185325e-03, 5.454931e-01, 2.975628e-01
3.198487e-03, 5.442965e-01, 2.962586e-01
3.211650e-03, 5.431849e-01, 2.950498e-01
3.224812e-03, 5.423920e-01, 2.941891e-01
3.237975e-03, 5.411375e-01, 2.928298e-01
3.251137e-03, 5.400399e-01, 2.916431e-01
3.264300e-03, 5.404922e-01, 2.921318e-01
3.277462e-03, 5.393235e-01, 2.908699e-01
3.290625e-03, 5.382736e-01, 2.897385e-01
3.303787e-03, 5.379850e-01, 2.894278e-01
3.316950e-03, 5.354008e-01, 2.866541e-01
3.330112e-03, 5.343639e-01, 2.855448e-01
3.343275e-03, 5.332285e-01, 2.843326e-01
3.356437e-03, 5.321247e-01, 2.831567e-01
3.369600e-03, 5.309910e-01, 2.819514e-01
3.382762e-03, 5.298789e-01, 2.807716e-01
3.395925e-03, 5.287697e-01, 2.795974e-01
3.409087e-03, 5.276920e-01, 2.784589e-01
3.422250e-03, 5.265683e-01, 2.772741e-01
3.435412e-03, 5.254226e-01, 2.760690e-01
3.448575e-03, 5.240340e-01, 2.746116e-01
3.461737e-03, 5.227817e-01, 2.733007e-01
3.474900e-03, 5.217612e-01, 2.722347e-01
3.488062e-03, 5.206898e-01, 2.711179e-01
3.501225e-03, 5.195431e-01, 2.699250e-01
3.514387e-03, 5.196524e-01, 2.700386e-01
3.527550e-03, 5.184868e-01, 2.688286e-01
3.540712e-03, 5.173152e-01, 2.676150e-01
3.553875e-03, 5.162050e-01, 2.664676e-01
3.567037e-03, 5.149966e-01, 2.652215e-01
3.580200e-03, 5.139183e-01, 2.641121e-01
3.593362e-03, 5.127301e-01, 2.628921e-01
3.606525e-03, 5.115818e-01, 2.617159e-01
3.619687e-03, 5.104267e-01, 2.605354e-01
3.632850e-03, 5.080296e-01, 2.580941e-01
3.646012e-03, 5.069125e-01, 2.569603e-01
3.659175e-03, 5.058221e-01, 2.558560e-01
3.672337e-03, 5.047313e-01, 2.547537e-01
3.685500e-03, 5.035904e-01, 2.536033e-01
3.698662e-03, 5.024526e-01, 2.524586e-01
3.711825e-03, 5.013052e-01, 2.513069e-01
3.724987e-03, 5.001819e-01, 2.501819e-01
3.738150e-03, 4.991595e-01, 2.491602e-01
3.751312e-03, 4.980842e-01, 2.480879e-01
3.764475e-03, 4.970588e-01, 2.470674e-01
3.777637e-03, 4.959719e-01, 2.459881e-01
3.790800e-03, 4.949585e-01, 2.449839e-01
3.803962e-03, 4.939157e-01, 2.439527e-01
3.817125e-03, 4.927679e-01, 2.428202e-01
3.830287e-03, 4.917399e-01, 2.418081e-01
3.843450e-03, 4.896156e-01, 2.397235e-01
3.856612e-03, 4.885333e-01, 2.386648e-01
3.869775e-03, 4.874883e-01, 2.376449e-01
3.882937e-03, 4.863757e-01, 2.365614e-01
3.896100e-03, 4.852459e-01, 2.354636e-01
3.909262e-03, 4.841960e-01, 2.344458e-01
3.922425e-03, 4.831937e-01, 2.334761e-01
3.935587e-03, 4.821149e-01, 2.324348e-01
3.948750e-03, 4.810657e-01, 2.314242e-01
3.961912e-03, 4.800234e-01, 2.304224e-01
3.975075e-03, 4.788620e-01, 2.293088e-01
3.988237e-03, 4.778546e-01, 2.283450e-01
4.001400e-03, 4.768181e-01, 2.273555e-01
4.014562e-03, 4.758583e-01, 2.264411e-01
4.027725e-03, 4.748040e-01, 2.254389e-01
4.040887e-03, 4.745240e-01, 2.251730e-01
4.054050e-03, 4.735319e-01, 2.242325e-01
4.067212e-03, 4.713171e-01, 2.221398e-01
4.080375e-03, 4.702987e-01, 2.211808e-01
4.093537e-03, 4.693535e-01, 2.202927e-01
4.106700e-03, 4.683633e-01, 2.193642e-01
4.119862e-03, 4.673823e-01, 2.184462e-01
4.133025e-03, 4.664164e-01, 2.175443e-01
4.146187e-03, 4.654658e-01, 2.166584e-01
4.159350e-03, 4.645312e-01, 2.157893e-01
4.172512e-03, 4.636972e-01, 2.150151e-01
4.185675e-03, 4.725849e-01, 2.233365e-01
4.198837e-03, 4.704112e-01, 2.212867e-01
4.212000e-03, 4.708982e-01, 2.217451e-01
4.225162e-03, 4.689880e-01, 2.199498e-01
4.238325e-03, 4.677852e-01, 2.188230e-01
4.251487e-03, 4.667863e-01, 2.178895e-01
4.264650e-03, 4.657535e-01, 2.169263e-01
4.277812e-03, 4.648189e-01, 2.160567e-01
4.290975e-03, 4.639282e-01, 2.152294e-01
4.304137e-03, 4.629308e-01, 2.143049e-01
4.317300e-03, 4.619555e-01, 2.134029e-01
4.330462e-03, 4.610726e-01, 2.125880e-01
4.343625e-03, 4.604563e-01, 2.120200e-01
4.356787e-03, 4.595681e-01, 2.112028e-01
4.369950e-03, 4.585835e-01, 2.102989e-01
4.383112e-03, 4.577065e-01, 2.094952e-01
4.396275e-03, 4.576593e-01, 2.094520e-01
4.409437e-03, 4.567208e-01, 2.085939e-01
4.422600e-03, 4.557436e-01, 2.077022e-01
4.435762e-03, 4.548182e-01, 2.068596e-01
4.448925e-03, 4.538066e-01, 2.059404e-01
4.462087e-03, 4.529256e-01, 2.051416e-01
4.475250e-03, 4.516922e-01, 2.040258e-01
4.488412e-03, 4.508039e-01, 2.032242e-01
4.501575e-03, 4.498494e-01, 2.023645e-01
4.514737e-03, 4.489136e-01, 2.015234e-01
4.527900e-03, 4.480292e-01, 2.007302e-01
4.541062e-03, 4.471055e-01, 1.999034e-01
4.554225e-03, 4.462550e-01, 1.991436e-01
4.567387e-03, 4.454541e-01, 1.984294e-01
4.580550e-03, 4.446152e-01, 1.976827e-01
4.593712e-03, 4.436697e-01, 1.968428e-01
4.606875e-03, 4.428563e-01, 1.961217e-01
4.620037e-03, 4.395676e-01, 1.932197e-01
4.633200e-03, 4.388051e-01, 1.925499e-01
4.646362e-03, 4.379622e-01, 1.918109e-01
4.659525e-03, 4.371578e-01, 1.911069e-01
4.672687e-03, 4.363961e-01, 1.904416e-01
4.685850e-03, 4.355879e-01, 1.897368e-01
4.699012e-03, 4.347961e-01, 1.890476e-01
4.712175e-03, 4.361799e-01, 1.902529e-01
4.725337e-03, 4.331710e-01, 1.876371e-01
4.738500e-03, 4.325046e-01, 1.870603e-01
4.751662e-03, 4.316951e-01, 1.863607e-01
4.764825e-03, 4.308448e-01, 1.856273e-01
4.777987e-03, 4.300812e-01, 1.849698e-01
4.791150e-03, 4.359747e-01, 1.900739e-01
4.804312e-03, 4.306110e-01, 1.854258e-01
4.817475e-03, 4.344122e-01, 1.887139e-01
4.830637e-03, 4.336985e-01, 1.880944e-01
4.843800e-03, 4.329859e-01, 1.874768e-01
4.856962e-03, 4.321798e-01, 1.867794e-01
4.870125e-03, 4.338929e-01, 1.882630e-01
4.883287e-03, 4.307876e-01, 1.855780e-01
4.896450e-03, 4.300016e-01, 1.849014e-01
4.909612e-03, 4.291607e-01, 1.841789e-01
4.922775e-03, 4.283719e-01, 1.835025e-01
4.935937e-03, 4.274751e-01, 1.827350e-01
4.949100e-03, 4.265583e-01, 1.819520e-01
4.962262e-03, 4.257968e-01, 1.813029e-01
4.975425e-03, 4.250262e-01, 1.806473e-01
4.988587e-03, 4.241996e-01, 1.799453e-01
5.001750e-03, 4.234015e-01, 1.792688e-01
5.014912e-03, 4.226339e-01, 1.786194e-01
5.028075e-03, 4.217856e-01, 1.779031e-01
5.041237e-03, 4.209446e-01, 1.771944e-01
5.054400e-03, 4.200920e-01, 1.764773e-01
5.067562e-03, 4.193807e-01, 1.758802e-01
5.080725e-03, 4.185324e-01, 1.751693e-01
5.093887e-03, 4.178572e-01, 1.746047e-01
5.107050e-03, 4.170854e-01, 1.739603e-01
5.120212e-03, 4.105704e-01, 1.685680e-01
5.133375e-03, 4.097395e-01, 1.678865e-01
5.146537e-03, 4.089494e-01, 1.672396e-01
5.159700e-03, 4.082336e-01, 1.666547e-01
5.172862e-03, 4.074979e-01, 1.660545e-01
5.186025e-03, 4.066423e-01, 1.653580e-01
5.199187e-03, 4.059031e-01, 1.647574e-01
5.212350e-03, 4.051287e-01, 1.641293e-01
5.225512e-03, 4.043901e-01, 1.635314e-01
